#	Id	Name	G	Nat	Glider	Tracklog	Quality	Distance
[km]	SSS	ESS	Time	Speed
[km/h]	Status	AAGL
[m]	Dist.
points	Lead.
points	Time
points	Total
points
1	18	Hakan Lindqvist	M	SWE	Ozone Lyght	
IGC  VIEW
76.37	13:00:00	15:24:02	02:24:02	29.71	GOAL	230	508.9	125.1	363.4	997.4
2	50	[Daniel Gonzalez Rizo]	M	ESP	BGD Cure 2	
IGC  VIEW
76.37	13:00:00	15:24:47	+00:00:45	29.56	GOAL	70	508.9	127.7	356.9	993.5
3	42	Rafael Rosa Prat	M	ESP	Ozone Photon	
IGC  VIEW
76.37	13:00:00	15:24:13	+00:00:11	29.67	GOAL	77	508.9	122.3	361.4	992.6
4	5	Alejandro Martin Acuña	M	ESP	Niviuk Artik 7P	
IGC  VIEW
76.37	13:00:00	15:25:27	+00:01:25	29.42	GOAL	237	508.9	125.6	352.3	986.8
5	25	Jose Abad	M	ESP	BGD Cure 3	
IGC  VIEW
76.37	13:00:00	15:27:13	+00:03:11	29.07	GOAL	199	508.9	126.0	341.6	976.5
6	26	Juan Manuel Garcia Guerrero	M	ESP	Advance TAU	
IGC  VIEW
76.37	13:00:00	15:26:36	+00:02:34	29.19	GOAL	298	508.9	122.3	345.2	976.4
7	41	Rafa Ubeda Bañon	M	ESP	PHI SCALA 2	
IGC  VIEW
76.37	13:00:00	15:27:26	+00:03:24	29.03	GOAL	130	508.9	124.6	340.4	973.8
8	48	Xavi Liria	M	ESP	Ozone Delta 5	
IGC  VIEW
76.37	13:00:00	15:28:00	+00:03:58	28.92	GOAL	337	508.9	114.6	337.2	960.7
9	37	Paco Navarro Gonzalez	M	ESP	GIN GTO 3	
IGC  VIEW
76.37	13:00:00	15:24:55	+00:00:53	29.53	GOAL	404	508.9	95.2	355.9	960.0
10	51	Deonir Spancerski	M	BRA	Ozone Photon	
IGC  VIEW
76.37	13:00:00	15:33:44	+00:09:42	27.84	GOAL	583	508.9	117.8	308.2	934.8
11	54	Oskar Benito Gomez	M	ESP	Advance TAU	
IGC  VIEW
76.37	13:00:00	15:30:20	+00:06:18	28.47	GOAL	423	508.9	85.1	324.9	918.8
12	36	Miguel Villarta	M	ESP	Niviuk Niviuk ARTIK R	
IGC  VIEW
76.37	13:00:00	15:31:11	+00:07:09	28.31	GOAL	249	508.9	85.4	320.6	914.9
13	20	Jordi Massallé Josa	M	ESP	Ozone Alpina 4	
IGC  VIEW
76.37	13:00:00	15:45:00	+00:20:58	25.94	GOAL	93	508.9	90.2	258.4	857.4
14	21	James Gibson	M	NZL	Ozone delta 5	
IGC  VIEW
76.37	13:00:00	15:51:49	+00:27:47	24.91	GOAL	580	508.9	99.8	230.6	839.3
15	14	Ferran Granollers Relats	M	ESP	Skywalk Sage	
IGC  VIEW
76.37	13:00:00	15:54:54	+00:30:52	24.47	GOAL	148	508.9	104.1	218.4	831.4
16	6	Alejo Louro Noguera	M	ESP	Advance TAU ULS	
IGC  VIEW
76.37	13:00:00	16:03:57	+00:39:55	23.27	GOAL	100	508.9	86.7	183.8	779.3
17	11	Eduardo Lindo Mimoso	M	ESP	GIN GTO 3	
IGC  VIEW
76.37	13:00:00	16:07:59	+00:43:57	22.77	GOAL	607	508.9	86.7	168.8	764.3
18	15	Gerardo Campos Bagan	M	ESP	Ozone Photon	
IGC  VIEW
65.56	13:00:00				DF	LD	436.8	92.2		529.0
19	46	Victor Oltra Barrasa	M	ESP	Macpara Elixir	
IGC  VIEW
59.17	13:00:00				DF	LD	394.3	79.9		474.2
20	29	Luis Pol Bernal	M	ESP	GIN GTO 3	
IGC  VIEW
58.10	13:00:00				DF	LD	387.2	81.1		468.2
21	53	Librizzi Roberto	M	ITA	GIN GTO 3	
IGC  VIEW
56.83	13:00:00				DF	LD	378.6	71.8		450.4
22	17	Greg Ellis	M	NZL	Ozone Photon	
IGC  VIEW
55.62	13:00:00				DF	LD	370.6	72.8		443.4
23	24	Jerry Lombard	M	RSA	Ozone Delta 5	
IGC  VIEW
55.32	13:00:00				DF	LD	368.6	61.4		430.0
24	34	María Álvarez Fraga	F	ESP	Advance Advance Tau DLS	
IGC  VIEW
54.57	13:00:00				DF	LD	363.6	65.1		428.7
25	23	Javier Keniata Ruiz-Larrea De Tuero	M	ESP	Ozone Photon XL	
IGC  VIEW
